,iid,age,gender,field_cd,race,goal,match,satis_2,length,numdat_2
2271,165,30.0,Male,13.0,2.0,3.0,No,8.0,1.0,2.0
2272,165,30.0,Male,13.0,2.0,3.0,Yes,8.0,1.0,2.0
2273,165,30.0,Male,13.0,2.0,3.0,No,8.0,1.0,2.0
2274,165,30.0,Male,13.0,2.0,3.0,Yes,8.0,1.0,2.0
2275,165,30.0,Male,13.0,2.0,3.0,No,8.0,1.0,2.0
2276,165,30.0,Male,13.0,2.0,3.0,No,8.0,1.0,2.0
2277,165,30.0,Male,13.0,2.0,3.0,No,8.0,1.0,2.0
2278,165,30.0,Male,13.0,2.0,3.0,No,8.0,1.0,2.0
2279,165,30.0,Male,13.0,2.0,3.0,No,8.0,1.0,2.0
2280,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2281,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2282,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2283,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2284,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2285,166,26.0,Male,8.0,6.0,5.0,Yes,2.0,3.0,2.0
2286,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2287,166,26.0,Male,8.0,6.0,5.0,Yes,2.0,3.0,2.0
2288,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2289,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2290,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2291,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2292,166,26.0,Male,8.0,6.0,5.0,Yes,2.0,3.0,2.0
2293,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2294,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2295,166,26.0,Male,8.0,6.0,5.0,No,2.0,3.0,2.0
2296,167,23.0,Male,10.0,2.0,2.0,Yes,6.0,1.0,3.0
2297,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2298,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2299,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2300,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2301,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2302,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2303,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2304,167,23.0,Male,10.0,2.0,2.0,Yes,6.0,1.0,3.0
2305,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2306,167,23.0,Male,10.0,2.0,2.0,Yes,6.0,1.0,3.0
2307,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2308,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2309,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2310,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2311,167,23.0,Male,10.0,2.0,2.0,No,6.0,1.0,3.0
2312,168,23.0,Male,10.0,4.0,1.0,Yes,,,
2313,168,23.0,Male,10.0,4.0,1.0,No,,,
2314,168,23.0,Male,10.0,4.0,1.0,No,,,
2315,168,23.0,Male,10.0,4.0,1.0,No,,,
2316,168,23.0,Male,10.0,4.0,1.0,No,,,
2317,168,23.0,Male,10.0,4.0,1.0,No,,,
2318,168,23.0,Male,10.0,4.0,1.0,No,,,
2319,168,23.0,Male,10.0,4.0,1.0,No,,,
2320,168,23.0,Male,10.0,4.0,1.0,No,,,
2321,168,23.0,Male,10.0,4.0,1.0,No,,,
2322,168,23.0,Male,10.0,4.0,1.0,No,,,
2323,168,23.0,Male,10.0,4.0,1.0,No,,,
2324,168,23.0,Male,10.0,4.0,1.0,No,,,
2325,168,23.0,Male,10.0,4.0,1.0,No,,,
2326,168,23.0,Male,10.0,4.0,1.0,No,,,
2327,168,23.0,Male,10.0,4.0,1.0,No,,,
2328,169,28.0,Male,10.0,2.0,2.0,Yes,6.0,1.0,1.0
2329,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2330,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2331,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2332,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2333,169,28.0,Male,10.0,2.0,2.0,Yes,6.0,1.0,1.0
2334,169,28.0,Male,10.0,2.0,2.0,Yes,6.0,1.0,1.0
2335,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2336,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2337,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2338,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2339,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2340,169,28.0,Male,10.0,2.0,2.0,Yes,6.0,1.0,1.0
2341,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2342,169,28.0,Male,10.0,2.0,2.0,No,6.0,1.0,1.0
2343,169,28.0,Male,10.0,2.0,2.0,Yes,6.0,1.0,1.0
2344,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2345,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2346,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2347,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2348,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2349,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2350,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2351,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2352,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2353,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2354,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2355,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2356,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2357,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2358,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2359,170,28.0,Male,10.0,4.0,1.0,No,6.0,1.0,2.0
2360,171,29.0,Male,8.0,2.0,1.0,Yes,7.0,1.0,3.0
2361,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2362,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2363,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2364,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2365,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2366,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2367,171,29.0,Male,8.0,2.0,1.0,Yes,7.0,1.0,3.0
2368,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2369,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2370,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2371,171,29.0,Male,8.0,2.0,1.0,Yes,7.0,1.0,3.0
2372,171,29.0,Male,8.0,2.0,1.0,Yes,7.0,1.0,3.0
2373,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2374,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2375,171,29.0,Male,8.0,2.0,1.0,No,7.0,1.0,3.0
2376,172,27.0,Male,8.0,2.0,1.0,Yes,5.0,1.0,2.0
2377,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2378,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2379,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2380,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2381,172,27.0,Male,8.0,2.0,1.0,Yes,5.0,1.0,2.0
2382,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2383,172,27.0,Male,8.0,2.0,1.0,Yes,5.0,1.0,2.0
2384,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2385,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2386,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2387,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2388,172,27.0,Male,8.0,2.0,1.0,Yes,5.0,1.0,2.0
2389,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2390,172,27.0,Male,8.0,2.0,1.0,Yes,5.0,1.0,2.0
2391,172,27.0,Male,8.0,2.0,1.0,No,5.0,1.0,2.0
2392,173,22.0,Male,2.0,2.0,1.0,Yes,6.0,3.0,3.0
2393,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2394,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2395,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2396,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2397,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2398,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2399,173,22.0,Male,2.0,2.0,1.0,Yes,6.0,3.0,3.0
2400,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2401,173,22.0,Male,2.0,2.0,1.0,Yes,6.0,3.0,3.0
2402,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2403,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2404,173,22.0,Male,2.0,2.0,1.0,Yes,6.0,3.0,3.0
2405,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2406,173,22.0,Male,2.0,2.0,1.0,Yes,6.0,3.0,3.0
2407,173,22.0,Male,2.0,2.0,1.0,No,6.0,3.0,3.0
2408,174,29.0,Female,8.0,4.0,4.0,Yes,7.0,1.0,3.0
2409,174,29.0,Female,8.0,4.0,4.0,No,7.0,1.0,3.0
2410,174,29.0,Female,8.0,4.0,4.0,No,7.0,1.0,3.0
2411,174,29.0,Female,8.0,4.0,4.0,Yes,7.0,1.0,3.0
2412,174,29.0,Female,8.0,4.0,4.0,No,7.0,1.0,3.0
2413,174,29.0,Female,8.0,4.0,4.0,No,7.0,1.0,3.0
2414,174,29.0,Female,8.0,4.0,4.0,No,7.0,1.0,3.0
2415,174,29.0,Female,8.0,4.0,4.0,No,7.0,1.0,3.0
2416,174,29.0,Female,8.0,4.0,4.0,No,7.0,1.0,3.0
2417,174,29.0,Female,8.0,4.0,4.0,No,7.0,1.0,3.0
2418,175,23.0,Female,13.0,6.0,2.0,No,5.0,3.0,1.0
2419,175,23.0,Female,13.0,6.0,2.0,No,5.0,3.0,1.0
2420,175,23.0,Female,13.0,6.0,2.0,No,5.0,3.0,1.0
2421,175,23.0,Female,13.0,6.0,2.0,No,5.0,3.0,1.0
2422,175,23.0,Female,13.0,6.0,2.0,Yes,5.0,3.0,1.0
2423,175,23.0,Female,13.0,6.0,2.0,No,5.0,3.0,1.0
2424,175,23.0,Female,13.0,6.0,2.0,Yes,5.0,3.0,1.0
2425,175,23.0,Female,13.0,6.0,2.0,No,5.0,3.0,1.0
2426,175,23.0,Female,13.0,6.0,2.0,No,5.0,3.0,1.0
2427,175,23.0,Female,13.0,6.0,2.0,Yes,5.0,3.0,1.0
2428,176,28.0,Female,8.0,4.0,2.0,Yes,3.0,3.0,1.0
2429,176,28.0,Female,8.0,4.0,2.0,No,3.0,3.0,1.0
2430,176,28.0,Female,8.0,4.0,2.0,Yes,3.0,3.0,1.0
2431,176,28.0,Female,8.0,4.0,2.0,No,3.0,3.0,1.0
2432,176,28.0,Female,8.0,4.0,2.0,No,3.0,3.0,1.0
2433,176,28.0,Female,8.0,4.0,2.0,No,3.0,3.0,1.0
2434,176,28.0,Female,8.0,4.0,2.0,No,3.0,3.0,1.0
2435,176,28.0,Female,8.0,4.0,2.0,Yes,3.0,3.0,1.0
2436,176,28.0,Female,8.0,4.0,2.0,No,3.0,3.0,1.0
2437,176,28.0,Female,8.0,4.0,2.0,No,3.0,3.0,1.0
2438,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2439,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2440,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2441,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2442,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2443,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2444,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2445,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2446,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2447,177,22.0,Female,13.0,2.0,2.0,No,6.0,3.0,1.0
2448,178,35.0,Female,3.0,4.0,2.0,No,6.0,3.0,3.0
2449,178,35.0,Female,3.0,4.0,2.0,No,6.0,3.0,3.0
2450,178,35.0,Female,3.0,4.0,2.0,Yes,6.0,3.0,3.0
2451,178,35.0,Female,3.0,4.0,2.0,No,6.0,3.0,3.0
2452,178,35.0,Female,3.0,4.0,2.0,No,6.0,3.0,3.0
2453,178,35.0,Female,3.0,4.0,2.0,No,6.0,3.0,3.0
2454,178,35.0,Female,3.0,4.0,2.0,No,6.0,3.0,3.0
2455,178,35.0,Female,3.0,4.0,2.0,No,6.0,3.0,3.0
2456,178,35.0,Female,3.0,4.0,2.0,No,6.0,3.0,3.0
2457,178,35.0,Female,3.0,4.0,2.0,No,6.0,3.0,3.0
2458,179,30.0,Female,6.0,3.0,1.0,No,1.0,1.0,3.0
2459,179,30.0,Female,6.0,3.0,1.0,No,1.0,1.0,3.0
2460,179,30.0,Female,6.0,3.0,1.0,No,1.0,1.0,3.0
2461,179,30.0,Female,6.0,3.0,1.0,No,1.0,1.0,3.0
2462,179,30.0,Female,6.0,3.0,1.0,No,1.0,1.0,3.0
2463,179,30.0,Female,6.0,3.0,1.0,No,1.0,1.0,3.0
2464,179,30.0,Female,6.0,3.0,1.0,Yes,1.0,1.0,3.0
2465,179,30.0,Female,6.0,3.0,1.0,No,1.0,1.0,3.0
2466,179,30.0,Female,6.0,3.0,1.0,No,1.0,1.0,3.0
2467,179,30.0,Female,6.0,3.0,1.0,No,1.0,1.0,3.0
2468,180,24.0,Female,8.0,4.0,6.0,Yes,7.0,1.0,1.0
2469,180,24.0,Female,8.0,4.0,6.0,No,7.0,1.0,1.0
2470,180,24.0,Female,8.0,4.0,6.0,No,7.0,1.0,1.0
2471,180,24.0,Female,8.0,4.0,6.0,No,7.0,1.0,1.0
2472,180,24.0,Female,8.0,4.0,6.0,No,7.0,1.0,1.0
2473,180,24.0,Female,8.0,4.0,6.0,No,7.0,1.0,1.0
2474,180,24.0,Female,8.0,4.0,6.0,No,7.0,1.0,1.0
2475,180,24.0,Female,8.0,4.0,6.0,No,7.0,1.0,1.0
2476,180,24.0,Female,8.0,4.0,6.0,Yes,7.0,1.0,1.0
2477,180,24.0,Female,8.0,4.0,6.0,No,7.0,1.0,1.0
2478,181,22.0,Female,4.0,1.0,1.0,No,7.0,1.0,2.0
2479,181,22.0,Female,4.0,1.0,1.0,Yes,7.0,1.0,2.0
2480,181,22.0,Female,4.0,1.0,1.0,Yes,7.0,1.0,2.0
2481,181,22.0,Female,4.0,1.0,1.0,No,7.0,1.0,2.0
2482,181,22.0,Female,4.0,1.0,1.0,No,7.0,1.0,2.0
2483,181,22.0,Female,4.0,1.0,1.0,No,7.0,1.0,2.0
2484,181,22.0,Female,4.0,1.0,1.0,Yes,7.0,1.0,2.0
2485,181,22.0,Female,4.0,1.0,1.0,Yes,7.0,1.0,2.0
2486,181,22.0,Female,4.0,1.0,1.0,No,7.0,1.0,2.0
2487,181,22.0,Female,4.0,1.0,1.0,Yes,7.0,1.0,2.0
2488,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2489,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2490,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2491,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2492,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2493,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2494,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2495,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2496,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2497,182,22.0,Female,4.0,1.0,1.0,No,6.0,1.0,3.0
2498,183,24.0,Female,11.0,2.0,1.0,Yes,5.0,3.0,3.0
2499,183,24.0,Female,11.0,2.0,1.0,No,5.0,3.0,3.0
2500,183,24.0,Female,11.0,2.0,1.0,No,5.0,3.0,3.0
2501,183,24.0,Female,11.0,2.0,1.0,No,5.0,3.0,3.0
2502,183,24.0,Female,11.0,2.0,1.0,No,5.0,3.0,3.0
2503,183,24.0,Female,11.0,2.0,1.0,No,5.0,3.0,3.0
2504,183,24.0,Female,11.0,2.0,1.0,No,5.0,3.0,3.0
2505,183,24.0,Female,11.0,2.0,1.0,No,5.0,3.0,3.0
2506,183,24.0,Female,11.0,2.0,1.0,No,5.0,3.0,3.0
2507,183,24.0,Female,11.0,2.0,1.0,No,5.0,3.0,3.0
2508,184,34.0,Male,8.0,2.0,2.0,Yes,9.0,3.0,3.0
2509,184,34.0,Male,8.0,2.0,2.0,No,9.0,3.0,3.0
2510,184,34.0,Male,8.0,2.0,2.0,Yes,9.0,3.0,3.0
2511,184,34.0,Male,8.0,2.0,2.0,No,9.0,3.0,3.0
2512,184,34.0,Male,8.0,2.0,2.0,No,9.0,3.0,3.0
2513,184,34.0,Male,8.0,2.0,2.0,No,9.0,3.0,3.0
2514,184,34.0,Male,8.0,2.0,2.0,Yes,9.0,3.0,3.0
2515,184,34.0,Male,8.0,2.0,2.0,No,9.0,3.0,3.0
2516,184,34.0,Male,8.0,2.0,2.0,No,9.0,3.0,3.0
2517,184,34.0,Male,8.0,2.0,2.0,Yes,9.0,3.0,3.0
2518,185,25.0,Male,2.0,4.0,1.0,No,6.0,3.0,2.0
2519,185,25.0,Male,2.0,4.0,1.0,No,6.0,3.0,2.0
2520,185,25.0,Male,2.0,4.0,1.0,No,6.0,3.0,2.0
2521,185,25.0,Male,2.0,4.0,1.0,No,6.0,3.0,2.0
2522,185,25.0,Male,2.0,4.0,1.0,No,6.0,3.0,2.0
2523,185,25.0,Male,2.0,4.0,1.0,No,6.0,3.0,2.0
2524,185,25.0,Male,2.0,4.0,1.0,No,6.0,3.0,2.0
2525,185,25.0,Male,2.0,4.0,1.0,Yes,6.0,3.0,2.0
2526,185,25.0,Male,2.0,4.0,1.0,No,6.0,3.0,2.0
2527,185,25.0,Male,2.0,4.0,1.0,No,6.0,3.0,2.0
2528,186,24.0,Male,5.0,4.0,1.0,No,7.0,3.0,3.0
2529,186,24.0,Male,5.0,4.0,1.0,No,7.0,3.0,3.0
2530,186,24.0,Male,5.0,4.0,1.0,Yes,7.0,3.0,3.0
2531,186,24.0,Male,5.0,4.0,1.0,No,7.0,3.0,3.0
2532,186,24.0,Male,5.0,4.0,1.0,Yes,7.0,3.0,3.0
2533,186,24.0,Male,5.0,4.0,1.0,No,7.0,3.0,3.0
2534,186,24.0,Male,5.0,4.0,1.0,No,7.0,3.0,3.0
2535,186,24.0,Male,5.0,4.0,1.0,Yes,7.0,3.0,3.0
2536,186,24.0,Male,5.0,4.0,1.0,No,7.0,3.0,3.0
2537,186,24.0,Male,5.0,4.0,1.0,No,7.0,3.0,3.0
2538,187,26.0,Male,8.0,2.0,2.0,Yes,4.0,3.0,3.0
2539,187,26.0,Male,8.0,2.0,2.0,No,4.0,3.0,3.0
2540,187,26.0,Male,8.0,2.0,2.0,No,4.0,3.0,3.0
2541,187,26.0,Male,8.0,2.0,2.0,No,4.0,3.0,3.0
2542,187,26.0,Male,8.0,2.0,2.0,No,4.0,3.0,3.0
2543,187,26.0,Male,8.0,2.0,2.0,No,4.0,3.0,3.0
2544,187,26.0,Male,8.0,2.0,2.0,No,4.0,3.0,3.0
2545,187,26.0,Male,8.0,2.0,2.0,No,4.0,3.0,3.0
2546,187,26.0,Male,8.0,2.0,2.0,No,4.0,3.0,3.0
2547,187,26.0,Male,8.0,2.0,2.0,No,4.0,3.0,3.0
2548,188,21.0,Male,5.0,2.0,2.0,No,3.0,1.0,1.0
2549,188,21.0,Male,5.0,2.0,2.0,Yes,3.0,1.0,1.0
2550,188,21.0,Male,5.0,2.0,2.0,No,3.0,1.0,1.0
2551,188,21.0,Male,5.0,2.0,2.0,No,3.0,1.0,1.0
2552,188,21.0,Male,5.0,2.0,2.0,No,3.0,1.0,1.0
2553,188,21.0,Male,5.0,2.0,2.0,No,3.0,1.0,1.0
2554,188,21.0,Male,5.0,2.0,2.0,No,3.0,1.0,1.0
2555,188,21.0,Male,5.0,2.0,2.0,No,3.0,1.0,1.0
2556,188,21.0,Male,5.0,2.0,2.0,No,3.0,1.0,1.0
2557,188,21.0,Male,5.0,2.0,2.0,No,3.0,1.0,1.0
2558,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2559,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2560,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2561,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2562,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2563,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2564,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2565,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2566,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2567,189,27.0,Male,1.0,6.0,1.0,No,4.0,3.0,3.0
2568,190,25.0,Male,13.0,2.0,2.0,No,6.0,3.0,3.0
2569,190,25.0,Male,13.0,2.0,2.0,Yes,6.0,3.0,3.0
2570,190,25.0,Male,13.0,2.0,2.0,No,6.0,3.0,3.0
2571,190,25.0,Male,13.0,2.0,2.0,No,6.0,3.0,3.0
2572,190,25.0,Male,13.0,2.0,2.0,No,6.0,3.0,3.0
2573,190,25.0,Male,13.0,2.0,2.0,Yes,6.0,3.0,3.0
2574,190,25.0,Male,13.0,2.0,2.0,No,6.0,3.0,3.0
2575,190,25.0,Male,13.0,2.0,2.0,Yes,6.0,3.0,3.0
2576,190,25.0,Male,13.0,2.0,2.0,No,6.0,3.0,3.0
2577,190,25.0,Male,13.0,2.0,2.0,No,6.0,3.0,3.0
2578,191,28.0,Male,8.0,2.0,5.0,No,5.0,3.0,3.0
2579,191,28.0,Male,8.0,2.0,5.0,No,5.0,3.0,3.0
2580,191,28.0,Male,8.0,2.0,5.0,Yes,5.0,3.0,3.0
2581,191,28.0,Male,8.0,2.0,5.0,No,5.0,3.0,3.0
2582,191,28.0,Male,8.0,2.0,5.0,No,5.0,3.0,3.0
2583,191,28.0,Male,8.0,2.0,5.0,No,5.0,3.0,3.0
2584,191,28.0,Male,8.0,2.0,5.0,No,5.0,3.0,3.0
2585,191,28.0,Male,8.0,2.0,5.0,Yes,5.0,3.0,3.0
2586,191,28.0,Male,8.0,2.0,5.0,No,5.0,3.0,3.0
2587,191,28.0,Male,8.0,2.0,5.0,No,5.0,3.0,3.0
2588,192,24.0,Male,8.0,2.0,1.0,No,,,
2589,192,24.0,Male,8.0,2.0,1.0,No,,,
2590,192,24.0,Male,8.0,2.0,1.0,No,,,
2591,192,24.0,Male,8.0,2.0,1.0,No,,,
2592,192,24.0,Male,8.0,2.0,1.0,No,,,
2593,192,24.0,Male,8.0,2.0,1.0,No,,,
2594,192,24.0,Male,8.0,2.0,1.0,Yes,,,
2595,192,24.0,Male,8.0,2.0,1.0,No,,,
2596,192,24.0,Male,8.0,2.0,1.0,No,,,
2597,192,24.0,Male,8.0,2.0,1.0,No,,,
2598,193,25.0,Male,1.0,4.0,1.0,No,4.0,3.0,1.0
2599,193,25.0,Male,1.0,4.0,1.0,Yes,4.0,3.0,1.0
2600,193,25.0,Male,1.0,4.0,1.0,No,4.0,3.0,1.0
2601,193,25.0,Male,1.0,4.0,1.0,No,4.0,3.0,1.0
2602,193,25.0,Male,1.0,4.0,1.0,No,4.0,3.0,1.0
2603,193,25.0,Male,1.0,4.0,1.0,No,4.0,3.0,1.0
2604,193,25.0,Male,1.0,4.0,1.0,No,4.0,3.0,1.0
2605,193,25.0,Male,1.0,4.0,1.0,Yes,4.0,3.0,1.0
2606,193,25.0,Male,1.0,4.0,1.0,No,4.0,3.0,1.0
2607,193,25.0,Male,1.0,4.0,1.0,No,4.0,3.0,1.0
2608,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2609,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2610,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2611,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2612,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2613,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2614,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2615,194,24.0,Female,3.0,2.0,3.0,Yes,6.0,1.0,3.0
2616,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2617,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2618,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2619,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2620,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2621,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2622,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2623,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2624,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2625,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2626,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2627,194,24.0,Female,3.0,2.0,3.0,No,6.0,1.0,3.0
2628,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
2629,195,27.0,Female,10.0,2.0,1.0,Yes,8.0,3.0,3.0
2630,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
2631,195,27.0,Female,10.0,2.0,1.0,Yes,8.0,3.0,3.0
2632,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
2633,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
2634,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
2635,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
2636,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
2637,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
2638,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
2639,195,27.0,Female,10.0,2.0,1.0,Yes,8.0,3.0,3.0
2640,195,27.0,Female,10.0,2.0,1.0,No,8.0,3.0,3.0
